,sampler,planner,K,max_regret,max_relative_regret,total_regret,total_relative_regret,dispersion,mean_distance,num_unique_samples,samples
0,linear,Graph2D_linear,2,0.0,1.0,0.0,11.0,0,0.0,1,"[{'w': [0.0, 1.0], 'f': [71, 1], 'states': [(195, 188), (195.0, 188.0), (194.10144927536234, 188.47826086956522), (193.20289855072465, 188.95652173913044), (192.30434782608697, 189.43478260869566), (191.40579710144925, 189.91304347826087), (190.5072463768116, 190.3913043478261), (189.6086956521739, 190.8695652173913), (188.71014492753622, 191.34782608695653), (187.81159420289856, 191.82608695652175), (186.91304347826087, 192.30434782608697), (186.01449275362322, 192.7826086956522), (185.1159420289855, 193.26086956521738), (184.2173913043478, 193.73913043478262), (183.31884057971016, 194.21739130434784), (182.42028985507247, 194.69565217391306), (181.52173913043478, 195.17391304347825), (180.6231884057971, 195.6521739130435), (179.72463768115944, 196.1304347826087), (178.82608695652172, 196.6086956521739), (177.92753623188406, 197.08695652173913), (177.02898550724638, 197.56521739130434), (176.1304347826087, 198.04347826086956), (175.23188405797103, 198.52173913043475), (174.33333333333337, 199.0), (173.43478260869566, 199.47826086956522), (172.53623188405797, 199.95652173913044), (171.63768115942028, 200.43478260869566), (170.73913043478262, 200.91304347826087), (169.84057971014494, 201.39130434782606), (168.94202898550725, 201.8695652173913), (168.04347826086956, 202.34782608695653), (167.14492753623188, 202.82608695652175), (166.2463768115942, 203.30434782608694), (165.34782608695653, 203.7826086956522), (164.44927536231884, 204.2608695652174), (163.55072463768116, 204.73913043478262), (162.65217391304347, 205.2173913043478), (161.7536231884058, 205.69565217391306), (160.85507246376812, 206.17391304347825), (159.95652173913044, 206.6521739130435), (159.05797101449275, 207.1304347826087), (158.15942028985506, 207.6086956521739), (157.26086956521738, 208.08695652173913), (156.3623188405797, 208.56521739130432), (155.46376811594203, 209.04347826086956), (154.56521739130434, 209.52173913043475), (153.66666666666669, 210.0), (152.768115942029, 210.47826086956522), (151.8695652173913, 210.95652173913044), (150.97101449275362, 211.43478260869566), (150.07246376811594, 211.91304347826087), (149.17391304347825, 212.39130434782606), (148.27536231884056, 212.8695652173913), (147.3768115942029, 213.3478260869565), (146.47826086956522, 213.82608695652175), (145.57971014492753, 214.30434782608694), (144.68115942028984, 214.7826086956522), (143.7826086956522, 215.26086956521738), (142.8840579710145, 215.7391304347826), (141.9855072463768, 216.2173913043478), (141.08695652173913, 216.69565217391303), (140.18840579710144, 217.17391304347825), (139.28985507246378, 217.65217391304347), (138.3913043478261, 218.1304347826087), (137.4927536231884, 218.6086956521739), (136.59420289855072, 219.08695652173913), (135.69565217391303, 219.56521739130434), (134.79710144927535, 220.04347826086956), (133.89855072463766, 220.52173913043478), (133, 221)]}, {'w': [0.3333333333333333, 0.6666666666666667], 'f': [71, 1], 'states': [(195, 188), (195.0, 188.0), (194.10144927536234, 188.47826086956522), (193.20289855072465, 188.95652173913044), (192.30434782608697, 189.43478260869566), (191.40579710144925, 189.91304347826087), (190.5072463768116, 190.3913043478261), (189.6086956521739, 190.8695652173913), (188.71014492753622, 191.34782608695653), (187.81159420289856, 191.82608695652175), (186.91304347826087, 192.30434782608697), (186.01449275362322, 192.7826086956522), (185.1159420289855, 193.26086956521738), (184.2173913043478, 193.73913043478262), (183.31884057971016, 194.21739130434784), (182.42028985507247, 194.69565217391306), (181.52173913043478, 195.17391304347825), (180.6231884057971, 195.6521739130435), (179.72463768115944, 196.1304347826087), (178.82608695652172, 196.6086956521739), (177.92753623188406, 197.08695652173913), (177.02898550724638, 197.56521739130434), (176.1304347826087, 198.04347826086956), (175.23188405797103, 198.52173913043475), (174.33333333333337, 199.0), (173.43478260869566, 199.47826086956522), (172.53623188405797, 199.95652173913044), (171.63768115942028, 200.43478260869566), (170.73913043478262, 200.91304347826087), (169.84057971014494, 201.39130434782606), (168.94202898550725, 201.8695652173913), (168.04347826086956, 202.34782608695653), (167.14492753623188, 202.82608695652175), (166.2463768115942, 203.30434782608694), (165.34782608695653, 203.7826086956522), (164.44927536231884, 204.2608695652174), (163.55072463768116, 204.73913043478262), (162.65217391304347, 205.2173913043478), (161.7536231884058, 205.69565217391306), (160.85507246376812, 206.17391304347825), (159.95652173913044, 206.6521739130435), (159.05797101449275, 207.1304347826087), (158.15942028985506, 207.6086956521739), (157.26086956521738, 208.08695652173913), (156.3623188405797, 208.56521739130432), (155.46376811594203, 209.04347826086956), (154.56521739130434, 209.52173913043475), (153.66666666666669, 210.0), (152.768115942029, 210.47826086956522), (151.8695652173913, 210.95652173913044), (150.97101449275362, 211.43478260869566), (150.07246376811594, 211.91304347826087), (149.17391304347825, 212.39130434782606), (148.27536231884056, 212.8695652173913), (147.3768115942029, 213.3478260869565), (146.47826086956522, 213.82608695652175), (145.57971014492753, 214.30434782608694), (144.68115942028984, 214.7826086956522), (143.7826086956522, 215.26086956521738), (142.8840579710145, 215.7391304347826), (141.9855072463768, 216.2173913043478), (141.08695652173913, 216.69565217391303), (140.18840579710144, 217.17391304347825), (139.28985507246378, 217.65217391304347), (138.3913043478261, 218.1304347826087), (137.4927536231884, 218.6086956521739), (136.59420289855072, 219.08695652173913), (135.69565217391303, 219.56521739130434), (134.79710144927535, 220.04347826086956), (133.89855072463766, 220.52173913043478), (133, 221)]}, {'w': [0.6666666666666666, 0.33333333333333337], 'f': [71, 1], 'states': [(195, 188), (195.0, 188.0), (194.10144927536234, 188.47826086956522), (193.20289855072465, 188.95652173913044), (192.30434782608697, 189.43478260869566), (191.40579710144925, 189.91304347826087), (190.5072463768116, 190.3913043478261), (189.6086956521739, 190.8695652173913), (188.71014492753622, 191.34782608695653), (187.81159420289856, 191.82608695652175), (186.91304347826087, 192.30434782608697), (186.01449275362322, 192.7826086956522), (185.1159420289855, 193.26086956521738), (184.2173913043478, 193.73913043478262), (183.31884057971016, 194.21739130434784), (182.42028985507247, 194.69565217391306), (181.52173913043478, 195.17391304347825), (180.6231884057971, 195.6521739130435), (179.72463768115944, 196.1304347826087), (178.82608695652172, 196.6086956521739), (177.92753623188406, 197.08695652173913), (177.02898550724638, 197.56521739130434), (176.1304347826087, 198.04347826086956), (175.23188405797103, 198.52173913043475), (174.33333333333337, 199.0), (173.43478260869566, 199.47826086956522), (172.53623188405797, 199.95652173913044), (171.63768115942028, 200.43478260869566), (170.73913043478262, 200.91304347826087), (169.84057971014494, 201.39130434782606), (168.94202898550725, 201.8695652173913), (168.04347826086956, 202.34782608695653), (167.14492753623188, 202.82608695652175), (166.2463768115942, 203.30434782608694), (165.34782608695653, 203.7826086956522), (164.44927536231884, 204.2608695652174), (163.55072463768116, 204.73913043478262), (162.65217391304347, 205.2173913043478), (161.7536231884058, 205.69565217391306), (160.85507246376812, 206.17391304347825), (159.95652173913044, 206.6521739130435), (159.05797101449275, 207.1304347826087), (158.15942028985506, 207.6086956521739), (157.26086956521738, 208.08695652173913), (156.3623188405797, 208.56521739130432), (155.46376811594203, 209.04347826086956), (154.56521739130434, 209.52173913043475), (153.66666666666669, 210.0), (152.768115942029, 210.47826086956522), (151.8695652173913, 210.95652173913044), (150.97101449275362, 211.43478260869566), (150.07246376811594, 211.91304347826087), (149.17391304347825, 212.39130434782606), (148.27536231884056, 212.8695652173913), (147.3768115942029, 213.3478260869565), (146.47826086956522, 213.82608695652175), (145.57971014492753, 214.30434782608694), (144.68115942028984, 214.7826086956522), (143.7826086956522, 215.26086956521738), (142.8840579710145, 215.7391304347826), (141.9855072463768, 216.2173913043478), (141.08695652173913, 216.69565217391303), (140.18840579710144, 217.17391304347825), (139.28985507246378, 217.65217391304347), (138.3913043478261, 218.1304347826087), (137.4927536231884, 218.6086956521739), (136.59420289855072, 219.08695652173913), (135.69565217391303, 219.56521739130434), (134.79710144927535, 220.04347826086956), (133.89855072463766, 220.52173913043478), (133, 221)]}, {'w': [1.0, 0.0], 'f': [71, 1], 'states': [(195, 188), (195.0, 188.0), (194.10144927536234, 188.47826086956522), (193.20289855072465, 188.95652173913044), (192.30434782608697, 189.43478260869566), (191.40579710144925, 189.91304347826087), (190.5072463768116, 190.3913043478261), (189.6086956521739, 190.8695652173913), (188.71014492753622, 191.34782608695653), (187.81159420289856, 191.82608695652175), (186.91304347826087, 192.30434782608697), (186.01449275362322, 192.7826086956522), (185.1159420289855, 193.26086956521738), (184.2173913043478, 193.73913043478262), (183.31884057971016, 194.21739130434784), (182.42028985507247, 194.69565217391306), (181.52173913043478, 195.17391304347825), (180.6231884057971, 195.6521739130435), (179.72463768115944, 196.1304347826087), (178.82608695652172, 196.6086956521739), (177.92753623188406, 197.08695652173913), (177.02898550724638, 197.56521739130434), (176.1304347826087, 198.04347826086956), (175.23188405797103, 198.52173913043475), (174.33333333333337, 199.0), (173.43478260869566, 199.47826086956522), (172.53623188405797, 199.95652173913044), (171.63768115942028, 200.43478260869566), (170.73913043478262, 200.91304347826087), (169.84057971014494, 201.39130434782606), (168.94202898550725, 201.8695652173913), (168.04347826086956, 202.34782608695653), (167.14492753623188, 202.82608695652175), (166.2463768115942, 203.30434782608694), (165.34782608695653, 203.7826086956522), (164.44927536231884, 204.2608695652174), (163.55072463768116, 204.73913043478262), (162.65217391304347, 205.2173913043478), (161.7536231884058, 205.69565217391306), (160.85507246376812, 206.17391304347825), (159.95652173913044, 206.6521739130435), (159.05797101449275, 207.1304347826087), (158.15942028985506, 207.6086956521739), (157.26086956521738, 208.08695652173913), (156.3623188405797, 208.56521739130432), (155.46376811594203, 209.04347826086956), (154.56521739130434, 209.52173913043475), (153.66666666666669, 210.0), (152.768115942029, 210.47826086956522), (151.8695652173913, 210.95652173913044), (150.97101449275362, 211.43478260869566), (150.07246376811594, 211.91304347826087), (149.17391304347825, 212.39130434782606), (148.27536231884056, 212.8695652173913), (147.3768115942029, 213.3478260869565), (146.47826086956522, 213.82608695652175), (145.57971014492753, 214.30434782608694), (144.68115942028984, 214.7826086956522), (143.7826086956522, 215.26086956521738), (142.8840579710145, 215.7391304347826), (141.9855072463768, 216.2173913043478), (141.08695652173913, 216.69565217391303), (140.18840579710144, 217.17391304347825), (139.28985507246378, 217.65217391304347), (138.3913043478261, 218.1304347826087), (137.4927536231884, 218.6086956521739), (136.59420289855072, 219.08695652173913), (135.69565217391303, 219.56521739130434), (134.79710144927535, 220.04347826086956), (133.89855072463766, 220.52173913043478), (133, 221)]}]"
1,chebyshev,Graph2D_linear,2,0.0,1.0,0.0,11.0,0,0.0,1,"[{'w': [0.0, 1.0], 'f': [71, 1], 'states': [(195, 188), (195.0, 188.0), (194.10144927536234, 188.47826086956522), (193.20289855072465, 188.95652173913044), (192.30434782608697, 189.43478260869566), (191.40579710144925, 189.91304347826087), (190.5072463768116, 190.3913043478261), (189.6086956521739, 190.8695652173913), (188.71014492753622, 191.34782608695653), (187.81159420289856, 191.82608695652175), (186.91304347826087, 192.30434782608697), (186.01449275362322, 192.7826086956522), (185.1159420289855, 193.26086956521738), (184.2173913043478, 193.73913043478262), (183.31884057971016, 194.21739130434784), (182.42028985507247, 194.69565217391306), (181.52173913043478, 195.17391304347825), (180.6231884057971, 195.6521739130435), (179.72463768115944, 196.1304347826087), (178.82608695652172, 196.6086956521739), (177.92753623188406, 197.08695652173913), (177.02898550724638, 197.56521739130434), (176.1304347826087, 198.04347826086956), (175.23188405797103, 198.52173913043475), (174.33333333333337, 199.0), (173.43478260869566, 199.47826086956522), (172.53623188405797, 199.95652173913044), (171.63768115942028, 200.43478260869566), (170.73913043478262, 200.91304347826087), (169.84057971014494, 201.39130434782606), (168.94202898550725, 201.8695652173913), (168.04347826086956, 202.34782608695653), (167.14492753623188, 202.82608695652175), (166.2463768115942, 203.30434782608694), (165.34782608695653, 203.7826086956522), (164.44927536231884, 204.2608695652174), (163.55072463768116, 204.73913043478262), (162.65217391304347, 205.2173913043478), (161.7536231884058, 205.69565217391306), (160.85507246376812, 206.17391304347825), (159.95652173913044, 206.6521739130435), (159.05797101449275, 207.1304347826087), (158.15942028985506, 207.6086956521739), (157.26086956521738, 208.08695652173913), (156.3623188405797, 208.56521739130432), (155.46376811594203, 209.04347826086956), (154.56521739130434, 209.52173913043475), (153.66666666666669, 210.0), (152.768115942029, 210.47826086956522), (151.8695652173913, 210.95652173913044), (150.97101449275362, 211.43478260869566), (150.07246376811594, 211.91304347826087), (149.17391304347825, 212.39130434782606), (148.27536231884056, 212.8695652173913), (147.3768115942029, 213.3478260869565), (146.47826086956522, 213.82608695652175), (145.57971014492753, 214.30434782608694), (144.68115942028984, 214.7826086956522), (143.7826086956522, 215.26086956521738), (142.8840579710145, 215.7391304347826), (141.9855072463768, 216.2173913043478), (141.08695652173913, 216.69565217391303), (140.18840579710144, 217.17391304347825), (139.28985507246378, 217.65217391304347), (138.3913043478261, 218.1304347826087), (137.4927536231884, 218.6086956521739), (136.59420289855072, 219.08695652173913), (135.69565217391303, 219.56521739130434), (134.79710144927535, 220.04347826086956), (133.89855072463766, 220.52173913043478), (133, 221)]}, {'w': [0.3333333333333333, 0.6666666666666667], 'f': [71, 1], 'states': [(195, 188), (195.0, 188.0), (194.10144927536234, 188.47826086956522), (193.20289855072465, 188.95652173913044), (192.30434782608697, 189.43478260869566), (191.40579710144925, 189.91304347826087), (190.5072463768116, 190.3913043478261), (189.6086956521739, 190.8695652173913), (188.71014492753622, 191.34782608695653), (187.81159420289856, 191.82608695652175), (186.91304347826087, 192.30434782608697), (186.01449275362322, 192.7826086956522), (185.1159420289855, 193.26086956521738), (184.2173913043478, 193.73913043478262), (183.31884057971016, 194.21739130434784), (182.42028985507247, 194.69565217391306), (181.52173913043478, 195.17391304347825), (180.6231884057971, 195.6521739130435), (179.72463768115944, 196.1304347826087), (178.82608695652172, 196.6086956521739), (177.92753623188406, 197.08695652173913), (177.02898550724638, 197.56521739130434), (176.1304347826087, 198.04347826086956), (175.23188405797103, 198.52173913043475), (174.33333333333337, 199.0), (173.43478260869566, 199.47826086956522), (172.53623188405797, 199.95652173913044), (171.63768115942028, 200.43478260869566), (170.73913043478262, 200.91304347826087), (169.84057971014494, 201.39130434782606), (168.94202898550725, 201.8695652173913), (168.04347826086956, 202.34782608695653), (167.14492753623188, 202.82608695652175), (166.2463768115942, 203.30434782608694), (165.34782608695653, 203.7826086956522), (164.44927536231884, 204.2608695652174), (163.55072463768116, 204.73913043478262), (162.65217391304347, 205.2173913043478), (161.7536231884058, 205.69565217391306), (160.85507246376812, 206.17391304347825), (159.95652173913044, 206.6521739130435), (159.05797101449275, 207.1304347826087), (158.15942028985506, 207.6086956521739), (157.26086956521738, 208.08695652173913), (156.3623188405797, 208.56521739130432), (155.46376811594203, 209.04347826086956), (154.56521739130434, 209.52173913043475), (153.66666666666669, 210.0), (152.768115942029, 210.47826086956522), (151.8695652173913, 210.95652173913044), (150.97101449275362, 211.43478260869566), (150.07246376811594, 211.91304347826087), (149.17391304347825, 212.39130434782606), (148.27536231884056, 212.8695652173913), (147.3768115942029, 213.3478260869565), (146.47826086956522, 213.82608695652175), (145.57971014492753, 214.30434782608694), (144.68115942028984, 214.7826086956522), (143.7826086956522, 215.26086956521738), (142.8840579710145, 215.7391304347826), (141.9855072463768, 216.2173913043478), (141.08695652173913, 216.69565217391303), (140.18840579710144, 217.17391304347825), (139.28985507246378, 217.65217391304347), (138.3913043478261, 218.1304347826087), (137.4927536231884, 218.6086956521739), (136.59420289855072, 219.08695652173913), (135.69565217391303, 219.56521739130434), (134.79710144927535, 220.04347826086956), (133.89855072463766, 220.52173913043478), (133, 221)]}, {'w': [0.6666666666666666, 0.33333333333333337], 'f': [71, 1], 'states': [(195, 188), (195.0, 188.0), (194.10144927536234, 188.47826086956522), (193.20289855072465, 188.95652173913044), (192.30434782608697, 189.43478260869566), (191.40579710144925, 189.91304347826087), (190.5072463768116, 190.3913043478261), (189.6086956521739, 190.8695652173913), (188.71014492753622, 191.34782608695653), (187.81159420289856, 191.82608695652175), (186.91304347826087, 192.30434782608697), (186.01449275362322, 192.7826086956522), (185.1159420289855, 193.26086956521738), (184.2173913043478, 193.73913043478262), (183.31884057971016, 194.21739130434784), (182.42028985507247, 194.69565217391306), (181.52173913043478, 195.17391304347825), (180.6231884057971, 195.6521739130435), (179.72463768115944, 196.1304347826087), (178.82608695652172, 196.6086956521739), (177.92753623188406, 197.08695652173913), (177.02898550724638, 197.56521739130434), (176.1304347826087, 198.04347826086956), (175.23188405797103, 198.52173913043475), (174.33333333333337, 199.0), (173.43478260869566, 199.47826086956522), (172.53623188405797, 199.95652173913044), (171.63768115942028, 200.43478260869566), (170.73913043478262, 200.91304347826087), (169.84057971014494, 201.39130434782606), (168.94202898550725, 201.8695652173913), (168.04347826086956, 202.34782608695653), (167.14492753623188, 202.82608695652175), (166.2463768115942, 203.30434782608694), (165.34782608695653, 203.7826086956522), (164.44927536231884, 204.2608695652174), (163.55072463768116, 204.73913043478262), (162.65217391304347, 205.2173913043478), (161.7536231884058, 205.69565217391306), (160.85507246376812, 206.17391304347825), (159.95652173913044, 206.6521739130435), (159.05797101449275, 207.1304347826087), (158.15942028985506, 207.6086956521739), (157.26086956521738, 208.08695652173913), (156.3623188405797, 208.56521739130432), (155.46376811594203, 209.04347826086956), (154.56521739130434, 209.52173913043475), (153.66666666666669, 210.0), (152.768115942029, 210.47826086956522), (151.8695652173913, 210.95652173913044), (150.97101449275362, 211.43478260869566), (150.07246376811594, 211.91304347826087), (149.17391304347825, 212.39130434782606), (148.27536231884056, 212.8695652173913), (147.3768115942029, 213.3478260869565), (146.47826086956522, 213.82608695652175), (145.57971014492753, 214.30434782608694), (144.68115942028984, 214.7826086956522), (143.7826086956522, 215.26086956521738), (142.8840579710145, 215.7391304347826), (141.9855072463768, 216.2173913043478), (141.08695652173913, 216.69565217391303), (140.18840579710144, 217.17391304347825), (139.28985507246378, 217.65217391304347), (138.3913043478261, 218.1304347826087), (137.4927536231884, 218.6086956521739), (136.59420289855072, 219.08695652173913), (135.69565217391303, 219.56521739130434), (134.79710144927535, 220.04347826086956), (133.89855072463766, 220.52173913043478), (133, 221)]}, {'w': [1.0, 0.0], 'f': [71, 1], 'states': [(195, 188), (195.0, 188.0), (194.10144927536234, 188.47826086956522), (193.20289855072465, 188.95652173913044), (192.30434782608697, 189.43478260869566), (191.40579710144925, 189.91304347826087), (190.5072463768116, 190.3913043478261), (189.6086956521739, 190.8695652173913), (188.71014492753622, 191.34782608695653), (187.81159420289856, 191.82608695652175), (186.91304347826087, 192.30434782608697), (186.01449275362322, 192.7826086956522), (185.1159420289855, 193.26086956521738), (184.2173913043478, 193.73913043478262), (183.31884057971016, 194.21739130434784), (182.42028985507247, 194.69565217391306), (181.52173913043478, 195.17391304347825), (180.6231884057971, 195.6521739130435), (179.72463768115944, 196.1304347826087), (178.82608695652172, 196.6086956521739), (177.92753623188406, 197.08695652173913), (177.02898550724638, 197.56521739130434), (176.1304347826087, 198.04347826086956), (175.23188405797103, 198.52173913043475), (174.33333333333337, 199.0), (173.43478260869566, 199.47826086956522), (172.53623188405797, 199.95652173913044), (171.63768115942028, 200.43478260869566), (170.73913043478262, 200.91304347826087), (169.84057971014494, 201.39130434782606), (168.94202898550725, 201.8695652173913), (168.04347826086956, 202.34782608695653), (167.14492753623188, 202.82608695652175), (166.2463768115942, 203.30434782608694), (165.34782608695653, 203.7826086956522), (164.44927536231884, 204.2608695652174), (163.55072463768116, 204.73913043478262), (162.65217391304347, 205.2173913043478), (161.7536231884058, 205.69565217391306), (160.85507246376812, 206.17391304347825), (159.95652173913044, 206.6521739130435), (159.05797101449275, 207.1304347826087), (158.15942028985506, 207.6086956521739), (157.26086956521738, 208.08695652173913), (156.3623188405797, 208.56521739130432), (155.46376811594203, 209.04347826086956), (154.56521739130434, 209.52173913043475), (153.66666666666669, 210.0), (152.768115942029, 210.47826086956522), (151.8695652173913, 210.95652173913044), (150.97101449275362, 211.43478260869566), (150.07246376811594, 211.91304347826087), (149.17391304347825, 212.39130434782606), (148.27536231884056, 212.8695652173913), (147.3768115942029, 213.3478260869565), (146.47826086956522, 213.82608695652175), (145.57971014492753, 214.30434782608694), (144.68115942028984, 214.7826086956522), (143.7826086956522, 215.26086956521738), (142.8840579710145, 215.7391304347826), (141.9855072463768, 216.2173913043478), (141.08695652173913, 216.69565217391303), (140.18840579710144, 217.17391304347825), (139.28985507246378, 217.65217391304347), (138.3913043478261, 218.1304347826087), (137.4927536231884, 218.6086956521739), (136.59420289855072, 219.08695652173913), (135.69565217391303, 219.56521739130434), (134.79710144927535, 220.04347826086956), (133.89855072463766, 220.52173913043478), (133, 221)]}]"
